;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
210.;1909152010;10.09.2014;INTEL CAPITAL CORPORATION;GOODDATA CORPORATION;US;7372 / 7374;Minority stake unknown %
211.;263963;16.07.2004;INTEL CAPITAL CORPORATION;IRIDIGM DISPLAY CORPORATION;US;3357 / 3624 / 3629 / 3643 / 3644 / 3691 / 3692 / 3699;Minority stake unknown %
212.;1601241277;24.01.2011;INTEL CAPITAL CORPORATION;SULFURCELL SOLARTECHNIK GMBH;DE;3674;Minority stake unknown %
213.;487617;16.08.2006;INTEL CAPITAL CORPORATION;DBD DEUTSCHE BREITBAND DIENSTE GMBH;DE;4899;Minority stake unknown %
214.;1601074617;04.05.2009;INTEL CAPITAL CORPORATION;ASM INTERNATIONAL NV;NL;3674;Minority stake 4%
215.;1941098314;21.06.2018;INTEL CAPITAL CORPORATION;URBAN AIRSHIP INC.;US;7372 / 7374;Minority stake unknown %
216.;1909460858;13.07.2016;INTEL CAPITAL CORPORATION;TRUE FIT CORPORATION;US;7372 / 7374;Minority stake unknown %
217.;1909132408;05.08.2014;INTEL CAPITAL CORPORATION;VECTRA NETWORKS INC.;US;3575 / 7371 / 7372;Minority stake unknown %
218.;1909100708;07.05.2014;INTEL CAPITAL CORPORATION;MAXTA INC.;US;7374;Minority stake unknown %
219.;1909034019;23.10.2013;INTEL CAPITAL CORPORATION;WITRICITY CORPORATION;US;3679 / 4911;Minority stake unknown %
220.;1907091859;05.04.2016;INTEL CAPITAL CORPORATION;HUNGAMA DIGITAL MEDIA ENTERTAINMENT PVT LTD;IN;7311 / 7372 / 7374 / 7812 / 7822;Minority stake unknown %
221.;1603041531;;INTEL CAPITAL CORPORATION;PHOENIX NEW MEDIA LTD;KY;4832 / 4833 / 7374;Capital Increase 28.74%
222.;1601422298;20.11.2012;INTEL CAPITAL CORPORATION;KALTURA INC.;US;7372 / 7374;Minority stake unknown %
223.;1601397063;22.08.2012;INTEL CAPITAL CORPORATION;MOCANA CORPORATION;US;7374;Minority stake unknown %
224.;1601389436;28.02.2012;INTEL CAPITAL CORPORATION;GUAVAS INC.;US;7374;Minority stake unknown %
225.;1601367229;03.05.2012;INTEL CAPITAL CORPORATION;NIRVANIX INC.;US;7371 / 7372;Minority stake unknown %
226.;1601284255;09.03.2012;INTEL CAPITAL CORPORATION;VIRTUSTREAM INC.;US;7371 / 7373 / 7374 / 7379;Minority stake unknown %
