;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
61.;530077;10.04.2007;SIEMENS VENTURE CAPITAL GMBH;AIRTIGHT NETWORKS INC.;US;7374;Minority stake unknown %
62.;544633;13.06.2007;SIEMENS VENTURE CAPITAL GMBH;REACTIVE NANOTECHNOLOGIES INC.;US;3425 / 3548;Minority stake unknown %
63.;457873;10.07.2006;SIEMENS VENTURE CAPITAL GMBH;G2 MICROSYSTEMS INC.;US;3661 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
64.;1601115609;01.02.2010;SIEMENS VENTURE CAPITAL GMBH;COULOMB TECHNOLOGIES INC.;US;4911;Minority stake unknown %
65.;1941150419;08.10.2018;SIEMENS VENTURE CAPITAL GMBH;BRAINCUBE SAS;FR;7371 / 7372 / 7374;Minority stake unknown %
66.;1941025451;17.01.2018;SIEMENS VENTURE CAPITAL GMBH;SEURAT TECHNOLOGIES INC.;US;8731;Minority stake unknown %
67.;244553;24.04.2006;SIEMENS VENTURE CAPITAL GMBH;QCEPT TECHNOLOGIES INC.;US;3823 / 7371;Minority stake unknown %
68.;1601301920;20.09.2011;SIEMENS VENTURE CAPITAL GMBH;AVENTURA HQ INC.;US;7371 / 7372;Minority stake unknown %
69.;333486;04.04.2005;SIEMENS VENTURE CAPITAL GMBH;ENOCEAN GMBH;DE;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
70.;264721;19.07.2004;SIEMENS VENTURE CAPITAL GMBH;MANAGESOFT CORPORATION;US;7371 / 7372;Minority stake unknown %
71.;1909144266;11.09.2014;SIEMENS VENTURE CAPITAL GMBH;PE INTERNATIONAL AG;DE;5045 / 8748;Minority stake unknown %
72.;96129;13.08.2001;SIEMENS VENTURE CAPITAL GMBH;INTERACTIVE SILICON INC.;US;7371 / 7373 / 8731;Minority stake unknown %
73.;1601047768;02.02.2009;SIEMENS VENTURE CAPITAL GMBH;MAXXTEC AG;DE;3433;Minority stake 20%
74.;192803;26.09.2003;SIEMENS VENTURE CAPITAL GMBH;TELESYM INC.;US;7371 / 7372;Minority stake unknown %
75.;514096;07.02.2007;SIEMENS VENTURE CAPITAL GMBH;ZOLO TECHNOLOGIES INC.;US;3661 / 3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845;Minority stake unknown %
76.;1909643014;18.10.2017;SIEMENS VENTURE CAPITAL GMBH;VEO ROBOTICS INC.;US;7371 / 7372;Minority stake unknown %
77.;403017;13.12.2005;SIEMENS VENTURE CAPITAL GMBH;AIRTIGHT NETWORKS INC.;US;7374;Minority stake unknown %
78.;386888;17.10.2005;SIEMENS VENTURE CAPITAL GMBH;SMARTSYNCH INC.;US;3661 / 3825 / 7371 / 7372 / 7373 / 8243;Minority stake unknown %
79.;271416;10.01.2006;SIEMENS VENTURE CAPITAL GMBH;NEWMERIX CORPORATION;US;7371 / 7372;Minority stake unknown %
80.;1601144253;15.12.2009;SIEMENS VENTURE CAPITAL GMBH;ENOCEAN GMBH;DE;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
81.;148058;23.07.2003;SIEMENS VENTURE CAPITAL GMBH;INDX SOFTWARE CORPORATION;US;7371 / 7372;Minority stake unknown %
82.;1601234464;16.12.2010;SIEMENS VENTURE CAPITAL GMBH;PE INTERNATIONAL AG;DE;5045 / 8748;Minority stake unknown %
83.;1909080041;06.03.2014;SIEMENS VENTURE CAPITAL GMBH;POLARION SOFTWARE GMBH;DE;7372 / 7374;Minority stake
84.;470178;21.08.2006;SIEMENS VENTURE CAPITAL GMBH;COVEGA CORPORATION;US;3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
85.;365421;01.08.2005;SIEMENS VENTURE CAPITAL GMBH;KIYON INC.;US;3661;Minority stake unknown %
86.;600743;28.11.2007;SIEMENS VENTURE CAPITAL GMBH;RADPHARM INC.;US;8731;Minority stake unknown %
87.;180814;25.07.2003;SIEMENS VENTURE CAPITAL GMBH;ELEKSEN LTD;GB;2269 / 2295;Minority stake unknown %
88.;627807;03.03.2008;SIEMENS VENTURE CAPITAL GMBH;QCEPT TECHNOLOGIES INC.;US;3823 / 7371;Minority stake unknown %
89.;322873;01.03.2005;SIEMENS VENTURE CAPITAL GMBH;VPISYSTEMS CORPORATION;US;7371 / 7372;Minority stake unknown %
90.;205418;13.11.2003;SIEMENS VENTURE CAPITAL GMBH;MYRIO CORPORATION;US;7371 / 7372;Minority stake unknown %
91.;101137;18.10.2001;SIEMENS VENTURE CAPITAL GMBH;ELEKSEN LTD;GB;2269 / 2295;Minority stake unknown %
92.;1601302614;20.09.2011;SIEMENS VENTURE CAPITAL GMBH;SENSYS NETWORKS INC.;US;3669;Minority stake unknown %
93.;141015;03.06.2003;SIEMENS VENTURE CAPITAL GMBH;ISOPUR FLUID TECHNOLOGIES INC.;US;3589 / 3599 / 4941 / 4971 / 8731;Minority stake unknown %
94.;117472;16.05.2002;SIEMENS VENTURE CAPITAL GMBH;LAKEFIELD ETECHNOLOGIES GROUP LTD;IE;7371;Minority stake unknown %
95.;1909016032;03.09.2013;SIEMENS VENTURE CAPITAL GMBH;ELECTRIC CLOUD INC.;US;7371;Minority stake unknown %
96.;453395;22.06.2006;SIEMENS VENTURE CAPITAL GMBH;VERIMATRIX INC.;US;7371 / 7372;Minority stake unknown %
97.;349729;03.06.2005;SIEMENS VENTURE CAPITAL GMBH;FACTORY LOGIC INC.;US;7371 / 7373;Minority stake unknown %
98.;312329;25.01.2005;SIEMENS VENTURE CAPITAL GMBH;PLASTIC LOGIC LTD;GB;3672 / 3674 / 3679;Minority stake unknown %
99.;222399;02.02.2004;SIEMENS VENTURE CAPITAL GMBH;POLYCHROMIX INC.;US;3661 / 3674;Minority stake unknown %
100.;176907;20.06.2000;SIEMENS VENTURE CAPITAL GMBH;XP TECHNOLOGY;US;3661;Minority stake unknown %
101.;525088;21.03.2007;SIEMENS VENTURE CAPITAL GMBH;INGE AG;DE;3589 / 3599 / 8731;Minority stake unknown %
102.;463401;06.06.2006;SIEMENS VENTURE CAPITAL GMBH;INGE AG;DE;3589 / 3599 / 8731;Minority stake unknown %
103.;132800;07.10.2002;SIEMENS VENTURE CAPITAL GMBH;INTERLINK NETWORKS INC.;US;7371 / 7372;Minority stake unknown %
104.;282274;24.09.2004;SIEMENS VENTURE CAPITAL GMBH;INGE AG;DE;3589 / 3599 / 8731;Minority stake unknown %
105.;416210;02.02.2006;SIEMENS VENTURE CAPITAL GMBH;ELEKSEN LTD;GB;2269 / 2295;Minority stake unknown %
106.;503013;02.01.2007;SIEMENS VENTURE CAPITAL GMBH;NEWMERIX CORPORATION;US;7371 / 7372;Minority stake unknown %
107.;243461;27.04.2004;SIEMENS VENTURE CAPITAL GMBH;MONTAVISTA SOFTWARE LLC;US;7371 / 7372 / 7373 / 8243;Minority stake unknown %
108.;1601093030;07.07.2009;SIEMENS VENTURE CAPITAL GMBH;INGE WATERTECHNOLOGIES AG;DE;4941 / 4971;Minority stake unknown %
109.;1909153115;03.10.2014;SIEMENS VENTURE CAPITAL GMBH;ADARZA BIOSYSTEMS INC.;US;3845 / 8731;Minority stake unknown %
110.;1601010706;19.08.2008;SIEMENS VENTURE CAPITAL GMBH;ENOCEAN GMBH;DE;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
111.;1601399754;04.09.2012;SIEMENS VENTURE CAPITAL GMBH;QBOTIX INC.;US;3823 / 8731;Minority stake unknown %
